TournamentID,Place,StartingPosition,PlayerID,Ranking,Points,TB1,TB2,RankingChange
4,53,54,148,1938,4.5,32.5,41.5,0.46

4,54,82,149,1878,4.5,31.0,40.0,1.5

4,55,26,150,2013,4.5,30.5,40.5,-1.34

4,56,22,151,2016,4.5,30.0,38.5,-1.69

4,57,34,152,2004,4.5,29.5,38.5,-1.39

4,58,103,153,1808,4.5,29.5,37.5,0.97

4,59,30,154,2007,4.5,29.0,38.0,-1.2

4,60,41,155,1980,4.5,29.0,38.0,-1.2

4,61,45,156,1963,4.5,28.5,37.5,-0.96

4,62,7,157,2068,4.5,27.0,34.0,-1.65

4,63,83,158,1862,4.0,39.5,50.0,1.37

4,64,66,159,1923,4.0,35.5,46.0,0.34

4,65,76,160,1899,4.0,35.0,45.0,1.09

4,66,23,161,2014,4.0,33.5,44.0,-1.26

4,67,40,162,1982,4.0,31.5,40.0,-1.09

4,68,21,163,2017,4.0,30.5,40.0,-1.96

4,69,90,164,1842,4.0,30.0,39.0,1.13

4,70,91,165,1840,4.0,29.5,38.5,0.34

4,71,52,166,1945,4.0,28.5,37.5,-1.33

4,72,51,167,1946,4.0,27.5,36.0,-0.75

4,73,97,168,1827,4.0,27.5,34.0,1.13

4,74,11,169,2054,4.0,27.0,35.5,-2.49

4,75,59,170,1926,4.0,27.0,35.5,-0.7

4,76,104,171,1804,3.5,33.0,42.0,0.98

4,77,67,172,1923,3.5,30.5,39.5,0.17

4,78,19,173,2018,3.5,30.0,40.0,-2.32

4,79,89,174,1854,3.5,30.0,39.0,0.21

4,80,36,175,1999,3.5,29.5,39.0,-1.68

4,81,10,176,2062,3.5,29.5,38.0,-2.72

4,82,84,177,1862,3.5,29.0,36.5,0.45

4,83,106,178,1786,3.5,28.5,37.0,0.22

4,84,88,179,1855,3.5,28.5,35.5,-0.36

4,85,49,180,1947,3.5,27.5,36.5,-1.06

4,86,70,181,1920,3.5,27.5,35.0,-0.74

4,87,62,182,1925,3.5,26.0,33.0,-0.7

4,88,68,183,1922,3.5,24.5,31.0,-1.55

4,89,75,184,1900,3.5,22.5,28.5,-0.81

4,90,74,185,1900,3.0,32.5,40.5,-0.16

4,91,102,186,1809,3.0,28.5,37.5,0.36

4,92,78,187,1898,3.0,27.5,34.0,-0.52

4,93,39,188,1988,3.0,26.0,33.0,-2.51

4,94,38,189,1989,3.0,25.5,32.5,-3.17

4,95,99,190,1820,3.0,24.0,29.5,-0.87

4,96,94,191,1832,2.5,29.0,36.5,0.68

4,97,100,192,1819,2.5,28.5,37.5,-0.59

4,98,79,193,1889,2.5,27.5,34.5,-1.68

4,99,101,194,1813,2.5,26.5,35.5,-0.26

4,100,61,195,1925,2.5,26.0,34.0,-2.28

4,101,57,196,1931,2.5,25.0,33.5,-2.02

4,102,86,197,1859,2.5,23.0,31.5,-1.52

4,103,24,198,2014,2.0,24.0,29.5,-2.01

4,104,69,199,1921,1.5,33.0,43.0,-0.71

4,105,64,200,1924,1.5,22.0,28.5,-3.31

4,106,48,201,1957,0.0,21.0,27.0,0.0

3,1,9,3,2031,7.5,39.0,50.0,1.56

3,2,11,54,2024,7.0,41.0,52.5,1.65

3,3,30,202,1956,7.0,38.0,48.0,2.87

3,4,3,62,2071,6.5,39.0,50.0,1.0

3,5,20,203,2007,6.5,38.5,49.5,1.26

3,6,17,204,2014,6.5,36.5,46.5,1.01

3,7,18,205,2011,6.5,34.0,43.5,0.27

3,8,22,206,1999,6.0,42.5,53.5,1.64

3,9,14,207,2018,6.0,41.5,52.5,0.9

3,10,2,208,2092,6.0,40.0,51.0,0.1

3,11,4,209,2061,6.0,39.5,50.0,0.45

3,12,25,26,1973,6.0,36.5,46.0,1.28

3,13,8,210,2043,6.0,34.5,45.0,0.34

3,14,27,211,1967,6.0,28.5,37.0,-0.05

3,15,36,212,1923,5.5,40.5,50.5,1.73

3,16,19,213,2011,5.5,39.0,51.0,0.09

3,17,67,214,1790,5.5,36.5,46.5,3.51

3,18,16,215,2014,5.5,33.0,42.5,-0.39

3,19,24,216,1975,5.5,32.0,42.0,0.6

3,20,35,217,1925,5.5,31.5,40.5,0.94

3,21,38,10,1917,5.5,31.0,41.5,0.73

3,22,43,218,1898,5.5,30.0,39.0,1.56

3,23,47,219,1889,5.5,28.0,36.5,1.32

3,24,63,220,1812,5.0,37.5,49.0,2.36

3,25,10,221,2027,5.0,36.5,46.5,0.12

3,26,44,222,1897,5.0,35.0,44.0,0.69

3,27,7,223,2045,5.0,33.0,43.0,-1.48

3,28,34,224,1925,5.0,33.0,42.0,0.25

3,29,15,225,2017,5.0,33.0,42.0,-1.45

3,30,50,226,1882,5.0,32.0,42.0,1.02

3,31,33,227,1926,5.0,32.0,39.5,0.34

3,32,40,228,1908,5.0,31.5,40.5,0.78

3,33,58,229,1841,5.0,31.0,41.0,1.28

3,34,74,230,1748,5.0,30.0,40.5,1.66

3,35,29,231,1961,5.0,29.5,37.5,-0.49

3,36,46,232,1892,5.0,29.0,36.5,0.68

3,37,56,233,1854,5.0,28.0,35.5,1.15

3,38,13,234,2018,4.5,34.5,44.5,-1.56

3,39,54,235,1856,4.5,34.5,44.5,0.89

3,40,28,236,1964,4.5,34.5,43.5,-0.8

3,41,12,237,2023,4.5,33.5,43.0,-1.47

3,42,31,238,1948,4.5,31.0,38.0,-1.79

3,43,68,19,1786,4.5,30.0,38.5,0.94

3,44,32,239,1936,4.5,29.0,37.5,-1.52

3,45,86,240,0,4.5,28.0,37.0,0.0

3,46,55,241,1856,4.5,27.5,35.5,0.13

3,47,65,242,1804,4.5,24.0,31.0,0.54

3,48,6,15,2046,4.0,36.0,46.5,-0.9

3,49,23,243,1993,4.0,36.0,44.5,-1.65

3,50,42,244,1900,4.0,34.5,43.0,1.14

3,51,21,245,2000,4.0,34.0,43.0,-1.79

3,52,37,246,1918,4.0,32.5,41.5,-0.66

3,53,57,247,1845,4.0,31.5,41.5,0.52

3,54,70,248,1768,4.0,31.5,40.5,1.14

3,55,78,249,1720,4.0,31.0,39.5,1.17

3,56,66,250,1801,4.0,29.5,38.5,-0.01

3,57,62,251,1819,4.0,29.5,37.0,0.26

3,58,45,252,1894,4.0,28.5,38.0,-0.82

3,59,49,253,1886,4.0,28.0,35.5,-1.36

3,60,59,254,1833,4.0,27.0,34.5,-0.45

3,61,51,255,1878,4.0,25.5,35.0,-1.87

3,62,39,34,1914,4.0,25.5,33.5,-1.88

3,63,64,14,1805,3.5,34.5,44.5,0.7

3,64,41,256,1904,3.5,34.5,43.0,-1.44

3,65,69,23,1776,3.5,33.5,43.0,1.29

3,66,53,257,1861,3.5,32.0,40.0,-0.81

3,67,82,258,1655,3.5,30.0,38.5,0.78

3,68,26,259,1968,3.5,29.5,37.0,-3.01

3,69,52,260,1878,3.5,26.5,34.5,-1.19

3,70,81,91,1681,3.5,26.0,33.5,0.2

3,71,76,261,1728,3.0,32.0,39.5,0.11

3,72,79,79,1718,3.0,28.0,35.5,-0.88

3,73,61,262,1825,3.0,26.5,35.5,-0.66

3,74,84,263,1565,3.0,26.0,34.0,1.02

3,75,80,92,1689,3.0,25.5,32.5,0.59

3,76,60,264,1832,3.0,21.0,29.0,-2.07

3,77,1,265,2094,2.5,29.5,37.5,-3.39

3,78,71,266,1758,2.5,25.5,33.0,-0.11

3,79,73,25,1748,2.5,24.0,31.0,-1.15

3,80,72,267,1756,2.5,23.5,30.5,-1.48

3,81,5,268,2059,2.0,28.0,37.5,-4.28

3,82,85,269,1467,2.0,25.5,32.5,0.68

3,83,75,270,1747,1.5,26.5,33.5,-2.41

3,84,48,271,1887,1.0,24.5,32.5,-0.22

3,85,83,272,1651,1.0,22.0,28.5,-1.04

3,86,77,273,1728,0.5,25.5,33.0,-0.71

2,1,4,274,2085,7.5,38.0,47.5,1.33

2,2,12,275,2024,7.0,37.0,47.0,1.84

2,3,15,276,2018,6.5,42.0,53.0,1.59

2,4,36,206,1940,6.5,41.0,51.5,2.97

2,5,3,15,2088,6.5,40.5,50.0,0.59

2,6,9,205,2048,6.5,39.0,50.0,1.02

2,7,22,54,2003,6.5,33.5,43.5,1.02

2,8,21,277,2003,6.5,32.0,42.0,1.29

2,9,6,265,2074,6.5,31.0,40.0,-0.17

2,10,32,278,1952,6.5,30.5,39.5,2.0

2,11,30,279,1959,6.0,32.0,42.5,1.17

2,12,27,280,1982,6.0,30.0,39.0,0.2

2,13,43,238,1912,6.0,30.0,38.5,0.69

2,14,5,62,2084,5.5,38.0,48.0,-0.65

2,15,23,4,2001,5.5,37.0,48.0,0.37

2,16,24,281,1999,5.5,37.0,46.5,-0.07

2,17,7,282,2067,5.5,36.0,46.0,-0.85

2,18,10,223,2039,5.5,35.5,45.5,-0.05

2,19,14,283,2021,5.5,35.5,45.5,-0.03

2,20,17,284,2012,5.5,34.5,45.5,-0.22

2,21,19,285,2004,5.5,34.5,45.0,-0.04

2,22,51,219,1875,5.5,34.0,43.0,1.7

2,23,16,286,2018,5.5,31.5,41.0,-0.42

2,24,13,203,2022,5.5,30.5,40.5,-0.76

2,25,58,287,1843,5.5,30.5,39.5,1.99

2,26,54,288,1862,5.5,30.5,38.0,0.25

2,27,45,289,1900,5.0,35.5,46.0,1.11

2,28,26,290,1992,5.0,35.0,46.5,-0.31

2,29,39,217,1931,5.0,34.0,42.5,0.13

2,30,77,260,1764,5.0,33.0,42.0,2.46

2,31,11,215,2038,5.0,32.5,42.5,-1.13

2,32,20,32,2004,5.0,31.0,40.5,-1.66

2,33,52,291,1873,5.0,30.0,38.5,0.86

2,34,40,292,1925,5.0,29.0,38.0,-0.67

2,35,84,71,1690,5.0,26.0,33.0,2.43

2,36,56,244,1858,4.5,40.0,51.0,2.09

2,37,18,293,2006,4.5,38.5,48.5,-0.76

2,38,68,294,1817,4.5,34.0,43.0,1.96

2,39,28,216,1974,4.5,32.5,42.5,-0.94

2,40,37,5,1940,4.5,31.5,41.5,0.2

2,41,34,22,1950,4.5,31.5,40.5,0.14

2,42,42,295,1913,4.5,31.0,40.5,-1.01

2,43,46,296,1900,4.5,31.0,40.0,0.32

2,44,25,297,1996,4.5,29.0,37.0,-2.04

2,45,78,298,1762,4.5,28.5,38.0,1.72

2,46,60,235,1839,4.5,28.5,36.0,0.44

2,47,35,299,1947,4.5,27.5,37.5,-1.65

2,48,50,300,1883,4.5,26.5,35.0,-0.5

2,49,63,218,1833,4.5,26.5,33.5,0.77

2,50,67,301,1819,4.0,38.5,50.5,2.05

2,51,29,302,1963,4.0,32.5,42.5,-1.11

2,52,53,229,1863,4.0,32.5,42.5,-0.12

2,53,55,303,1859,4.0,30.5,39.0,-0.69

2,54,57,304,1847,4.0,29.5,39.0,-0.16

2,55,71,305,1803,4.0,29.0,38.0,1.24

2,56,66,306,1821,4.0,26.0,34.0,-0.35

2,57,76,307,1785,3.5,37.0,48.0,1.06

2,58,38,1,1937,3.5,34.5,45.0,0.41

2,59,75,308,1787,3.5,34.0,43.5,0.99

2,60,2,309,2090,3.5,33.5,44.5,-3.33

2,61,74,267,1787,3.5,33.5,43.5,0.46

2,62,49,310,1887,3.5,31.5,42.0,-1.54

2,63,31,259,1958,3.5,31.0,40.0,-2.15

2,64,44,311,1910,3.5,31.0,39.0,-1.75

2,65,64,312,1833,3.5,30.5,40.0,-0.41

2,66,59,313,1843,3.5,29.5,40.0,-0.58

2,67,86,250,1621,3.5,29.5,38.0,1.18

2,68,70,314,1811,3.5,29.5,38.0,-0.02

2,69,72,315,1792,3.5,29.0,38.0,0.57

2,70,83,316,1717,3.5,29.0,36.5,0.9

2,71,85,220,1661,3.5,28.0,37.0,1.56

2,72,48,78,1897,3.5,28.0,36.5,-1.66

2,73,61,317,1838,3.5,27.5,36.0,-1.2

2,74,81,318,1739,3.5,27.0,34.0,0.1

2,75,73,319,1788,3.5,26.5,34.0,0.42

2,76,80,320,1740,3.5,26.0,33.0,0.86

2,77,62,321,1835,3.5,23.0,30.0,-1.16

2,78,47,322,1898,3.0,27.5,37.0,-2.47

2,79,79,261,1751,3.0,27.0,35.0,0.07

2,80,88,79,1540,3.0,26.5,34.5,0.61

2,81,8,323,2065,3.0,25.0,32.0,-4.67

2,82,69,255,1814,2.5,31.0,40.0,0.82

2,83,87,263,1572,2.5,24.5,32.0,-0.27

2,84,82,324,1724,2.0,26.5,33.0,-1.52

2,85,33,325,1951,2.0,24.5,33.0,-2.86

2,86,41,326,1919,1.5,24.0,30.0,-4.61

2,87,65,327,1825,1.0,23.0,31.5,-1.39

2,88,1,328,2092,0.0,21.0,27.0,0.0

1,1,7,329,2076,7.0,40.0,50.0,1.5

1,2,5,330,2089,7.0,38.5,49.5,1.17

1,3,6,331,2088,7.0,38.0,49.0,1.05

1,4,20,203,2016,7.0,37.5,47.5,1.74

1,5,17,205,2033,7.0,33.0,42.0,1.19

1,6,10,332,2066,6.5,36.5,47.0,0.65

1,7,16,333,2046,6.5,33.5,43.0,0.13

1,8,9,334,2068,6.5,31.5,41.0,0.04

1,9,8,335,2073,6.0,40.0,51.5,0.57

1,10,42,336,1926,6.0,37.0,46.5,2.27

1,11,49,337,1903,6.0,36.0,44.0,2.6

1,12,21,34,2009,6.0,35.0,45.5,0.01

1,13,23,338,2003,6.0,34.5,44.5,1.36

1,14,19,216,2021,6.0,34.0,43.5,-0.24

1,15,76,5,1788,6.0,33.5,42.0,3.62

1,16,39,32,1946,6.0,31.0,40.5,1.04

1,17,24,339,2002,6.0,29.0,37.0,-0.25

1,18,45,65,1912,6.0,28.0,35.5,0.74

1,19,36,340,1963,5.5,40.5,52.0,1.19

1,20,64,341,1838,5.5,37.5,48.5,2.94

1,21,46,342,1909,5.5,36.0,46.0,1.17

1,22,30,343,1983,5.5,34.0,44.0,0.22

1,23,22,344,2004,5.5,33.5,43.0,-0.31

1,24,32,54,1977,5.5,32.0,42.0,-0.83

1,25,33,41,1972,5.5,28.0,36.5,-0.64

1,26,48,1,1904,5.0,40.5,52.5,1.53

1,27,68,287,1813,5.0,36.5,47.5,2.85

1,28,1,345,2098,5.0,35.5,46.5,-1.48

1,29,4,346,2089,5.0,34.5,44.0,-1.82

1,30,26,347,1999,5.0,34.5,43.5,-0.95

1,31,28,297,1987,5.0,33.0,42.0,-0.74

1,32,55,238,1872,5.0,33.0,41.5,1.0

1,33,35,348,1966,5.0,32.5,42.5,-0.12

1,34,14,349,2052,5.0,31.5,40.0,-1.1

1,35,43,300,1922,5.0,30.5,39.5,-0.82

1,36,90,318,1617,5.0,27.0,35.5,2.58

1,37,37,22,1957,4.5,39.5,49.5,0.29

1,38,3,350,2092,4.5,38.0,47.5,-1.39

1,39,2,351,2092,4.5,35.0,45.0,-2.29

1,40,31,293,1980,4.5,35.0,44.5,-1.05

1,41,86,303,1641,4.5,34.0,44.5,3.29

1,42,60,352,1860,4.5,34.0,44.0,1.25

1,43,82,4,1715,4.5,33.0,42.0,2.72

1,44,40,292,1945,4.5,32.5,41.0,-0.74

1,45,69,353,1807,4.5,32.0,43.0,2.21

1,46,38,354,1949,4.5,32.0,41.5,-1.18

1,47,79,267,1732,4.5,32.0,41.0,2.46

1,48,73,355,1791,4.5,31.0,40.0,1.97

1,49,12,356,2059,4.5,30.0,39.5,-2.26

1,50,29,357,1986,4.5,30.0,38.5,-1.96

1,51,27,358,1988,4.5,26.5,33.0,-2.4

1,52,15,359,2049,4.5,25.0,32.0,-2.92

1,53,25,360,1999,4.5,24.5,31.5,-2.39

1,54,85,237,1643,4.0,35.0,44.5,2.45

1,55,34,278,1967,4.0,32.0,39.5,-0.72

1,56,52,361,1881,4.0,31.5,40.5,-0.67

1,57,41,362,1936,4.0,31.5,40.0,-1.44

1,58,13,234,2054,4.0,31.0,39.0,-2.11

1,59,91,218,1617,4.0,30.0,40.0,2.79

1,60,53,363,1879,4.0,29.5,39.5,-0.65

1,61,63,229,1853,4.0,29.5,38.0,-0.58

1,62,87,248,1633,4.0,28.5,37.0,2.33

1,63,51,364,1886,4.0,24.5,31.5,-2.56

1,64,84,227,1653,3.5,36.0,46.0,2.22

1,65,59,315,1860,3.5,35.5,45.5,0.64

1,66,74,275,1791,3.5,32.5,41.5,0.81

1,67,61,219,1856,3.5,31.0,40.0,-0.68

1,68,65,261,1827,3.5,31.0,39.5,-0.51

1,69,58,365,1862,3.5,28.5,37.0,-0.65

1,70,92,312,1590,3.5,27.5,36.5,2.1

1,71,57,366,1863,3.5,26.5,34.5,-1.69

1,72,83,367,1709,3.5,26.0,32.0,0.48

1,73,88,263,1630,3.5,24.5,32.0,0.64

1,74,11,368,2065,3.5,24.5,31.5,-4.03

1,75,44,369,1917,3.5,24.5,31.0,-2.9

1,76,47,370,1908,3.0,35.0,44.0,-1.75

1,77,67,371,1825,3.0,34.5,45.0,0.64

1,78,62,372,1854,3.0,31.5,41.5,-0.96

1,79,54,327,1873,3.0,31.0,40.0,-2.42

1,80,81,299,1725,3.0,26.0,34.0,0.42

1,81,78,373,1743,3.0,24.0,31.5,-0.39

1,82,75,374,1789,3.0,23.5,32.0,-1.96

1,83,77,375,1777,2.5,26.5,35.0,-0.31

1,84,89,376,1630,2.5,25.5,32.5,-0.45

1,85,93,307,1528,2.5,23.0,29.5,0.19

1,86,72,281,1791,2.5,22.5,29.0,-1.25

1,87,56,377,1863,2.0,29.5,39.0,-1.18

1,88,80,61,1726,2.0,24.0,31.5,-1.94

1,89,70,378,1803,1.5,28.0,36.5,-0.67

1,90,71,379,1796,1.0,25.0,32.5,-0.51

1,91,50,244,1902,1.0,23.0,29.5,-2.2

1,92,18,380,2023,0.0,21.0,27.0,0.0

1,93,66,381,1826,0.0,21.0,27.0,0.0

